lat,lon,source
48.321,-70.004,GenBank
50.272,-66.362,GenBank
48.2,-69.859,GenBank
46.953,-71.275,GenBank
46.703,-72.112,GenBank
46.678,-72.107,GenBank
48.083,-65.432,GenBank
46.908,-71.312,GenBank
47,-71.369,GenBank
45.835,-75.088,GenBank
45.402,-74.034,GenBank
46.574,-72.407,GenBank
48.178,-78.671,GenBank
45.837,-75.092,GenBank
45.086,-74.116,GenBank
48.09,-77.805,GenBank
45.47,-74.04,GenBank
50.274,-66.46,GenBank
46.3,-73.096,GenBank
45.684,-74.219,GenBank
45.253,-72.302,GenBank
45.603,-73.682,GenBank
45.434,-73.955,GenBank
48.42,-70.513,GenBank
46.949,-71.283,GenBank
45.446,-72.098,GenBank
45.834,-75.091,GenBank
46.117,-73.6,GenBank
48.57,-78.116,GenBank
45.087,-74.115,GenBank
45.509,-73.553,GenBank
48.295,-69.939,GenBank
45.998,-74.214,GenBank
50.268,-66.319,GenBank
48.822,-67.538,GenBank
45.535,-74.013,GenBank
45.607,-73.76,GenBank
45.602,-73.683,GenBank
48.222,-69.873,GenBank
46.838,-72.211,GenBank
48.495,-71.775,GenBank
45.598,-73.43,GenBank
45.66,-74.249,GenBank
46.665,-72.233,GenBank
48.231,-69.765,GenBank
46.891,-71.291,GenBank
45.434,-73.952,GenBank
46.79,-71.245,GenBank
45.354,-73.774,GenBank
45.198,-72.341,GenBank
45.366,-73.881,GenBank
48.292,-71.154,GenBank
46.545,-72.41,GenBank
46.545,-72.401,GenBank
45.26,-72.37,GenBank
48.556,-78.229,GenBank
48.3,-69.941,GenBank
48.083,-65.433,GenBank
47.512,-79.361,GenBank
45.253,-72.303,GenBank
45.972,-74.341,GenBank
45.248,-72.302,GenBank
45.745,-73.619,GenBank
45.34,-72.282,GenBank
45.658,-74.332,GenBank
46.555,-72.389,GenBank
46.554,-72.411,GenBank
46.569,-72.411,GenBank
46.581,-72.412,GenBank
48.234,-69.794,GenBank
48.332,-70.079,GenBank
50.138,-66.624,GenBank
48.873,-72.217,GenBank
48.211,-70.071,GenBank
45.432,-73.955,GenBank
45.7,-73.638,GenBank
45.777,-73.75,GenBank
45.341,-72.284,GenBank
46.738,-71.412,GenBank
45.341,-72.289,GenBank
48.859,-68.846,GenBank
46.57,-71.212,GenBank
46.754,-71.335,GenBank
46.952,-71.3,GenBank
46.75,-71.31,GenBank
46.557,-72.415,GenBank
46.949,-71.285,GenBank
48.368,-71.12,GenBank
45.403,-74.145,GenBank
45.253,-72.301,GenBank
45.603,-73.681,GenBank
46.769,-70.445,GenBank
45.341,-72.288,GenBank
45.95,-72.538,GenBank
46.081,-73.631,GenBank
45.448,-73.454,GenBank
45.085,-74.176,GenBank
45.442,-74.139,GenBank
46.76,-70.44,GenBank
46.558,-63.698,GenBank
46.412,-63.03,GenBank
48.581,-78.234,GenBank
46.701,-72.231,GenBank
48.835,-64.68,GenBank
46.703,-72.113,GenBank
46.542,-72.877,GenBank
46.017,-73.684,GenBank
51.649,-128.145,GenBank
49.358,-123.114,GenBank
49.356,-123.112,GenBank
49.354,-123.1,GenBank
52.827,-118.91,GenBank
50.602,-122.307,GenBank
52.807,-67.167,GenBank
52.763,-67.11,GenBank
52.798,-67.107,GenBank
52.792,-67.106,GenBank
52.791,-67.096,GenBank
52.789,-67.105,GenBank
52.793,-67.107,GenBank
52.808,-67.17,GenBank
52.85,-67.111,GenBank
52.851,-67.109,GenBank
52.77,-67.106,GenBank
52.742,-67.106,GenBank
52.793,-67.097,GenBank
52.783,-67.102,GenBank
52.779,-67.106,GenBank
51.683,-68.154,GenBank
52.783,-67.101,GenBank
48.433,-70.434,GenBank
47.398,-70.511,GenBank
47.428,-70.494,GenBank
46.583,-72.412,GenBank
46.029,-73.414,GenBank
48.967,-55.54,GenBank
49.8,-119.89,GenBank
46.3,-73.093,GenBank
46.637,-72.174,GenBank
45.394,-73.975,GenBank
46.448,-73.141,GenBank
48.973,-55.539,GenBank
46.899,-71.177,GenBank
46.382,-72.148,GenBank
46.716,-72.671,GenBank
48.275,-69.935,GenBank
46.705,-72.085,GenBank
46.461,-72.368,GenBank
48.513,-79.366,GenBank
46.573,-72.41,GenBank
46.816,-71.319,GenBank
46.56,-72.414,GenBank
46.954,-71.298,GenBank
47.069,-71.54,GenBank
48.609,-78.121,GenBank
46.741,-71.408,GenBank
48.232,-69.782,GenBank
48.417,-77.947,GenBank
46.543,-72.877,GenBank
46.898,-71.313,GenBank
47.002,-71.203,GenBank
48.518,-79.301,GenBank
46.755,-71.326,GenBank
46.9,-71.285,GenBank
49.212,-123.064,GenBank
49.258,-123.229,GenBank
46.793,-71.364,GenBank
46.757,-71.322,GenBank
47.992,-68.173,GenBank
46.454,-72.731,GenBank
48.417,-70.51,GenBank
46.776,-71.405,GenBank
46.854,-71.126,GenBank
46.83,-71.46,GenBank
48.153,-69.667,GenBank
46.756,-71.319,GenBank
46.454,-72.73,GenBank
46.772,-71.175,GenBank
46.783,-71.268,GenBank
46.839,-72.211,GenBank
45.792,-73.763,GenBank
46.03,-71.684,GenBank
48.579,-78.101,GenBank
45.406,-73.483,GenBank
47.067,-70.796,GenBank
47.117,-71.358,GenBank
46.437,-72.409,GenBank
46.751,-71.31,GenBank
48.262,-69.945,GenBank
45.749,-73.615,GenBank
46.786,-71.338,GenBank
46.564,-72.415,GenBank
46.772,-71.177,GenBank
46.794,-71.364,GenBank
45.998,-70.886,GenBank
46.569,-72.42,GenBank
48.336,-70.043,GenBank
46.769,-71.696,GenBank
46.794,-71.366,GenBank
48.159,-69.669,GenBank
46.76,-71.224,GenBank
48.441,-70.467,GenBank
46.695,-72.109,GenBank
46.574,-72.406,GenBank
48.234,-69.797,GenBank
46.823,-71.444,GenBank
45.09,-72.66,GenBank
46.738,-71.411,GenBank
46.676,-72.219,GenBank
46.573,-72.406,GenBank
48.199,-69.857,GenBank
46.949,-71.284,GenBank
46.741,-71.202,GenBank
46.583,-72.413,GenBank
46.567,-72.428,GenBank
46.812,-72.127,GenBank
46.563,-72.405,GenBank
48.396,-70.242,GenBank
46.731,-72.191,GenBank
46.45,-72.738,GenBank
46.713,-71.198,GenBank
45.516,-73.826,GenBank
45.429,-73.945,GenBank
45.432,-73.948,GenBank
46.715,-72.669,GenBank
46.03,-73.413,GenBank
46.894,-71.161,GenBank
46.963,-71.131,GenBank
46.445,-72.74,GenBank
46.809,-71.357,GenBank
46.552,-71.227,GenBank
48.095,-77.777,GenBank
46.547,-72.404,GenBank
46.552,-72.417,GenBank
46.546,-72.408,GenBank
46.565,-72.414,GenBank
48.415,-77.773,GenBank
46.772,-71.174,GenBank
45.659,-74.244,GenBank
46.554,-72.41,GenBank
45.66,-74.247,GenBank
46.839,-72.212,GenBank
46.759,-71.326,GenBank
46.871,-71.646,GenBank
48.15,-69.736,GenBank
48.553,-78.224,GenBank
46.898,-71.262,GenBank
48.15,-69.669,GenBank
46.898,-71.267,GenBank
46.954,-71.302,GenBank
48.315,-70.003,GenBank
46.836,-71.213,GenBank
46.95,-71.3,GenBank
45.534,-74.013,GenBank
46.907,-71.312,GenBank
45.761,-73.609,GenBank
46.901,-71.174,GenBank
48.564,-78.107,GenBank
48.433,-68.449,GenBank
48.217,-69.872,GenBank
46.946,-71.298,GenBank
48.681,-77.968,GenBank
46.882,-71.921,GenBank
47.827,-69.89,GenBank
46.922,-71.742,GenBank
48.603,-78.284,GenBank
46.89,-71.248,GenBank
46.847,-71.271,GenBank
46.902,-71.257,GenBank
46.635,-72.035,GenBank
48.583,-78.223,GenBank
48.579,-78.218,GenBank
48.558,-78.233,GenBank
46.791,-72.131,GenBank
46.903,-71.277,GenBank
47.033,-72.133,GenBank
46.95,-71.299,GenBank
46.899,-71.328,GenBank
46.889,-71.305,GenBank
46.762,-71.459,GenBank
46.909,-71.309,GenBank
47.495,-79.316,GenBank
46.893,-71.252,GenBank
46.916,-71.325,GenBank
46.91,-71.23,GenBank
48.09,-77.784,GenBank
48.849,-64.369,GenBank
46.839,-72.213,GenBank
46.901,-71.276,GenBank
46.807,-71.433,GenBank
46.545,-72.398,GenBank
46.901,-71.176,GenBank
46.948,-71.295,GenBank
46.9,-71.31,GenBank
46.715,-72.67,GenBank
46.896,-71.259,GenBank
48.215,-69.875,GenBank
48.182,-77.721,GenBank
46.895,-71.345,GenBank
46.68,-72.05,GenBank
46.913,-71.233,GenBank
46.889,-71.303,GenBank
46.946,-71.297,GenBank
46.642,-72.054,GenBank
46.677,-72.216,GenBank
46.446,-72.74,GenBank
57.229,-130.134,GenBank
49.358,-123.112,GenBank
49.355,-123.112,GenBank
49.354,-123.113,GenBank
52.481,-120.952,GenBank
45.534,-74.207,GenBank
45.866,-75.11,GenBank
46.965,-71.308,GenBank
45.707,-73.677,GenBank
47.051,-71.494,GenBank
45.782,-73.65,GenBank
45.861,-74.359,GenBank
45.836,-75.091,GenBank
46.87,-71.345,GenBank
45.499,-73.999,GenBank
46.95,-71.285,GenBank
45.612,-73.761,GenBank
45.843,-75.093,GenBank
45.493,-74.012,GenBank
46.789,-71.238,GenBank
45.967,-73.728,GenBank
46.893,-71.261,GenBank
46.495,-73.189,GenBank
49.757,-77.616,GenBank
45.927,-74.351,GenBank
45.74,-73.633,GenBank
45.688,-73.749,GenBank
45.661,-74.247,GenBank
46.964,-71.306,GenBank
45.395,-73.392,GenBank
46.553,-72.411,GenBank
47.111,-71.367,GenBank
45.831,-75.091,GenBank
46.91,-71.273,GenBank
45.409,-73.471,GenBank
46.9,-71.328,GenBank
46.581,-72.413,GenBank
47.111,-71.368,GenBank
45.76,-73.622,GenBank
46.964,-71.127,GenBank
45.611,-73.394,GenBank
46.871,-71.641,GenBank
45.837,-75.089,GenBank
45.462,-74.056,GenBank
45.836,-75.09,GenBank
45.463,-74.055,GenBank
45.807,-73.605,GenBank
46.889,-71.304,GenBank
46.545,-72.405,GenBank
46.714,-72.67,GenBank
46.764,-71.695,GenBank
46.777,-71.252,GenBank
45.808,-73.606,GenBank
45.468,-74.051,GenBank
46.951,-71.304,GenBank
46.894,-71.271,GenBank
45.609,-71.952,GenBank
45.431,-73.955,GenBank
45.427,-73.954,GenBank
45.955,-73.73,GenBank
45.501,-73.606,GenBank
45.473,-74.048,GenBank
45.86,-74.356,GenBank
50.181,-61.352,GenBank
46.017,-73.682,GenBank
45.473,-74.04,GenBank
50.176,-61.428,GenBank
45.809,-73.603,GenBank
45.494,-73.998,GenBank
46.909,-71.31,GenBank
45.085,-74.116,GenBank
54.117,-118.067,GenBank
53.719,-78.641,GenBank
58.112,-125.695,GenBank
57.007,-124.218,GenBank
49.108,-66.498,GenBank
49.543,-115,GenBank
57.591,-127.56,GenBank
57.293,-127.203,GenBank
57.085,-127.226,GenBank
